,trackName,artistName,id,genre,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_href,uri,analysis_url
986,Too Young,Louis Tomlinson,22sujfahhWDfZejuepLYuE,pop,0.0536,0.569,229267.0,0.556,2e-06,4.0,0.32,-8.395,1.0,0.0284,99.98,4.0,0.228,https://api.spotify.com/v1/tracks/22sujfahhWDfZejuepLYuE,spotify:track:22sujfahhWDfZejuepLYuE,https://api.spotify.com/v1/audio-analysis/22sujfahhWDfZejuepLYuE
987,Habit,Louis Tomlinson,3As9Uyx1ZYKbdcEn3d7zma,pop,0.00836,0.493,183613.0,0.703,0.0,7.0,0.242,-5.652,1.0,0.0326,75.027,4.0,0.231,https://api.spotify.com/v1/tracks/3As9Uyx1ZYKbdcEn3d7zma,spotify:track:3As9Uyx1ZYKbdcEn3d7zma,https://api.spotify.com/v1/audio-analysis/3As9Uyx1ZYKbdcEn3d7zma
988,Fearless,Louis Tomlinson,1yEqyvgLgjS4v5GriAevCh,pop,0.24600000000000002,0.5589999999999999,184627.0,0.5920000000000001,0.0,9.0,0.37799999999999995,-6.481,0.0,0.0323,147.931,4.0,0.359,https://api.spotify.com/v1/tracks/1yEqyvgLgjS4v5GriAevCh,spotify:track:1yEqyvgLgjS4v5GriAevCh,https://api.spotify.com/v1/audio-analysis/1yEqyvgLgjS4v5GriAevCh
989,Always You,Louis Tomlinson,5KcT9rJDqQJUSFF3O9wPJ5,pop,0.0384,0.632,187467.0,0.7240000000000001,0.0,4.0,0.0554,-4.821000000000001,1.0,0.0308,100.073,4.0,0.5529999999999999,https://api.spotify.com/v1/tracks/5KcT9rJDqQJUSFF3O9wPJ5,spotify:track:5KcT9rJDqQJUSFF3O9wPJ5,https://api.spotify.com/v1/audio-analysis/5KcT9rJDqQJUSFF3O9wPJ5
990,Defenceless,Louis Tomlinson,74YzCrLzu7fw0AasX3CEwv,pop,0.0973,0.638,223920.0,0.648,0.0,11.0,0.122,-5.872999999999999,1.0,0.0471,118.993,4.0,0.508,https://api.spotify.com/v1/tracks/74YzCrLzu7fw0AasX3CEwv,spotify:track:74YzCrLzu7fw0AasX3CEwv,https://api.spotify.com/v1/audio-analysis/74YzCrLzu7fw0AasX3CEwv
991,Only the Brave,Louis Tomlinson,7A7RygcHdNH0iJHgwteajF,pop,0.301,0.46299999999999997,106467.0,0.48100000000000004,0.0,3.0,0.247,-6.691,1.0,0.0293,79.05199999999999,4.0,0.652,https://api.spotify.com/v1/tracks/7A7RygcHdNH0iJHgwteajF,spotify:track:7A7RygcHdNH0iJHgwteajF,https://api.spotify.com/v1/audio-analysis/7A7RygcHdNH0iJHgwteajF
992,No Judgement,Niall Horan,2sGF7DBXvL2GjkbG606m1G,pop,0.0564,0.723,176283.0,0.726,0.000126,1.0,0.057,-3.835,0.0,0.0472,100.051,4.0,0.9620000000000001,https://api.spotify.com/v1/tracks/2sGF7DBXvL2GjkbG606m1G,spotify:track:2sGF7DBXvL2GjkbG606m1G,https://api.spotify.com/v1/audio-analysis/2sGF7DBXvL2GjkbG606m1G
993,Don't Go Away,Oasis,3MCuDi4gQrf7Xms8lTpTAx,rock,0.0532,0.426,288600.0,0.838,3.02e-06,0.0,0.0829,-4.38,1.0,0.0362,81.089,4.0,0.182,https://api.spotify.com/v1/tracks/3MCuDi4gQrf7Xms8lTpTAx,spotify:track:3MCuDi4gQrf7Xms8lTpTAx,https://api.spotify.com/v1/audio-analysis/3MCuDi4gQrf7Xms8lTpTAx
994,"Check Yes, Juliet",We The Kings,17jkqGy5v8YMNRxhnegd6G,rock,0.00198,0.34600000000000003,218640.0,0.915,0.0,2.0,0.18,-4.2010000000000005,1.0,0.0759,166.843,4.0,0.34299999999999997,https://api.spotify.com/v1/tracks/17jkqGy5v8YMNRxhnegd6G,spotify:track:17jkqGy5v8YMNRxhnegd6G,https://api.spotify.com/v1/audio-analysis/17jkqGy5v8YMNRxhnegd6G
995,First Date,blink-182,1RovHbM0NHMLT2MlGyKeXI,rock,0.000667,0.5770000000000001,170267.0,0.877,0.0,0.0,0.309,-6.852,1.0,0.0392,95.602,4.0,0.884,https://api.spotify.com/v1/tracks/1RovHbM0NHMLT2MlGyKeXI,spotify:track:1RovHbM0NHMLT2MlGyKeXI,https://api.spotify.com/v1/audio-analysis/1RovHbM0NHMLT2MlGyKeXI
996,21 Guns,Green Day,3IHHqmfKJHyI0obINUdg1W,pop,0.048,0.26,322040.0,0.7190000000000001,0.0,5.0,0.45399999999999996,-4.765,1.0,0.0364,159.072,4.0,0.419,https://api.spotify.com/v1/tracks/3IHHqmfKJHyI0obINUdg1W,spotify:track:3IHHqmfKJHyI0obINUdg1W,https://api.spotify.com/v1/audio-analysis/3IHHqmfKJHyI0obINUdg1W
997,Wake Me up When September Ends,Green Day,3ZffCQKLFLUvYM59XKLbVm,pop,0.023,0.546,285653.0,0.8140000000000001,0.0,7.0,0.0972,-5.146,1.0,0.0314,104.98,4.0,0.146,https://api.spotify.com/v1/tracks/3ZffCQKLFLUvYM59XKLbVm,spotify:track:3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/audio-analysis/3ZffCQKLFLUvYM59XKLbVm
998,Boulevard of Broken Dreams,Green Day,5GorCbAP4aL0EJ16frG2hd,pop,0.005520000000000001,0.496,262333.0,0.682,2.94e-05,8.0,0.0589,-4.095,1.0,0.0294,167.06,4.0,0.474,https://api.spotify.com/v1/tracks/5GorCbAP4aL0EJ16frG2hd,spotify:track:5GorCbAP4aL0EJ16frG2hd,https://api.spotify.com/v1/audio-analysis/5GorCbAP4aL0EJ16frG2hd
999,Not In The Same Way,5 Seconds of Summer,2I2yw1jXVtcbiRLYuuu52u,pop,0.185,0.687,220606.0,0.67,0.0,0.0,0.10400000000000001,-3.3310000000000004,1.0,0.0444,134.972,4.0,0.7340000000000001,https://api.spotify.com/v1/tracks/2I2yw1jXVtcbiRLYuuu52u,spotify:track:2I2yw1jXVtcbiRLYuuu52u,https://api.spotify.com/v1/audio-analysis/2I2yw1jXVtcbiRLYuuu52u
1000,In Your Eyes,The Weeknd,7szuecWAPwGoV1e5vGu8tl,pop,0.00285,0.667,237520.0,0.7190000000000001,8.1e-05,7.0,0.0736,-5.371,0.0,0.0346,100.021,4.0,0.7170000000000001,https://api.spotify.com/v1/tracks/7szuecWAPwGoV1e5vGu8tl,spotify:track:7szuecWAPwGoV1e5vGu8tl,https://api.spotify.com/v1/audio-analysis/7szuecWAPwGoV1e5vGu8tl
1001,No Shame,5 Seconds of Summer,4kLm0P01JM1xS94Z4JC3oE,pop,0.0185,0.5760000000000001,192737.0,0.807,2.45e-06,7.0,0.0963,-3.0189999999999997,1.0,0.0374,90.932,4.0,0.48,https://api.spotify.com/v1/tracks/4kLm0P01JM1xS94Z4JC3oE,spotify:track:4kLm0P01JM1xS94Z4JC3oE,https://api.spotify.com/v1/audio-analysis/4kLm0P01JM1xS94Z4JC3oE
1002,Old Me,5 Seconds of Summer,4POHzEwNTCYaIvqCUp3NnO,pop,0.313,0.721,186786.0,0.62,0.0,0.0,0.26,-3.639,1.0,0.0483,127.979,4.0,0.473,https://api.spotify.com/v1/tracks/4POHzEwNTCYaIvqCUp3NnO,spotify:track:4POHzEwNTCYaIvqCUp3NnO,https://api.spotify.com/v1/audio-analysis/4POHzEwNTCYaIvqCUp3NnO
1003,Best Years,5 Seconds of Summer,4WCPjTAMJKfK8kww8CRxLQ,pop,0.314,0.29,190382.0,0.722,0.0,2.0,0.121,-4.375,1.0,0.0428,173.359,4.0,0.45799999999999996,https://api.spotify.com/v1/tracks/4WCPjTAMJKfK8kww8CRxLQ,spotify:track:4WCPjTAMJKfK8kww8CRxLQ,https://api.spotify.com/v1/audio-analysis/4WCPjTAMJKfK8kww8CRxLQ
1004,Red Desert,5 Seconds of Summer,0yFWdhx0rDU4zNddqvfu33,pop,0.0205,0.504,229557.0,0.83,2.49e-06,9.0,0.0563,-4.474,1.0,0.121,133.929,4.0,0.449,https://api.spotify.com/v1/tracks/0yFWdhx0rDU4zNddqvfu33,spotify:track:0yFWdhx0rDU4zNddqvfu33,https://api.spotify.com/v1/audio-analysis/0yFWdhx0rDU4zNddqvfu33
1005,Wildflower,5 Seconds of Summer,353IDEfNzPJmGNRnOi5kJ1,pop,0.174,0.643,220536.0,0.768,0.0,6.0,0.469,-4.316,1.0,0.0455,108.992,4.0,0.597,https://api.spotify.com/v1/tracks/353IDEfNzPJmGNRnOi5kJ1,spotify:track:353IDEfNzPJmGNRnOi5kJ1,https://api.spotify.com/v1/audio-analysis/353IDEfNzPJmGNRnOi5kJ1
1006,Walking On A Dream,Empire of the Sun,5r5cp9IpziiIsR6b93vcnQ,rock,0.257,0.871,198440.0,0.701,7.52e-06,5.0,0.0589,-5.593999999999999,0.0,0.0458,126.975,4.0,0.716,https://api.spotify.com/v1/tracks/5r5cp9IpziiIsR6b93vcnQ,spotify:track:5r5cp9IpziiIsR6b93vcnQ,https://api.spotify.com/v1/audio-analysis/5r5cp9IpziiIsR6b93vcnQ
1007,I Miss You,blink-182,0Mhxt4cmpyCaft9fTAYFnW,rock,0.000872,0.643,227920.0,0.736,4.08e-06,11.0,0.0777,-7.443,1.0,0.0361,110.036,4.0,0.636,https://api.spotify.com/v1/tracks/0Mhxt4cmpyCaft9fTAYFnW,spotify:track:0Mhxt4cmpyCaft9fTAYFnW,https://api.spotify.com/v1/audio-analysis/0Mhxt4cmpyCaft9fTAYFnW
1008,Use Somebody,Kings of Leon,5VGlqQANWDKJFl0MBG3sg2,rock,0.005520000000000001,0.276,230760.0,0.715,0.000417,0.0,0.201,-5.356,1.0,0.0432,137.028,4.0,0.17300000000000001,https://api.spotify.com/v1/tracks/5VGlqQANWDKJFl0MBG3sg2,spotify:track:5VGlqQANWDKJFl0MBG3sg2,https://api.spotify.com/v1/audio-analysis/5VGlqQANWDKJFl0MBG3sg2
1009,Good Riddance (Time of Your Life),Green Day,6ORqU0bHbVCRjXm9AjyHyZ,pop,0.183,0.475,153467.0,0.43200000000000005,0.0,7.0,0.161,-7.843999999999999,1.0,0.0302,94.605,4.0,0.648,https://api.spotify.com/v1/tracks/6ORqU0bHbVCRjXm9AjyHyZ,spotify:track:6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/audio-analysis/6ORqU0bHbVCRjXm9AjyHyZ
1010,"Dear Maria, Count Me In",All Time Low,0nEcDFFNqdmnbTiGy6RE2Y,rock,0.00725,0.45899999999999996,182827.0,0.895,0.0,2.0,0.20600000000000002,-3.1260000000000003,1.0,0.0805,181.04,4.0,0.5720000000000001,https://api.spotify.com/v1/tracks/0nEcDFFNqdmnbTiGy6RE2Y,spotify:track:0nEcDFFNqdmnbTiGy6RE2Y,https://api.spotify.com/v1/audio-analysis/0nEcDFFNqdmnbTiGy6RE2Y
1011,Mr. Brightside,The Killers,3ppxTWMGWq7f9tofjNPxiI,rock,0.0010400000000000001,0.344,223973.0,0.9309999999999999,0.0,1.0,0.0903,-3.759,1.0,0.0783,148.10399999999998,4.0,0.251,https://api.spotify.com/v1/tracks/3ppxTWMGWq7f9tofjNPxiI,spotify:track:3ppxTWMGWq7f9tofjNPxiI,https://api.spotify.com/v1/audio-analysis/3ppxTWMGWq7f9tofjNPxiI
1013,Lover Of Mine,5 Seconds of Summer,4CufDREo1dO9TL7txA5SGA,pop,0.19399999999999998,0.316,206974.0,0.858,0.0,11.0,0.151,-2.536,0.0,0.0547,94.006,3.0,0.305,https://api.spotify.com/v1/tracks/4CufDREo1dO9TL7txA5SGA,spotify:track:4CufDREo1dO9TL7txA5SGA,https://api.spotify.com/v1/audio-analysis/4CufDREo1dO9TL7txA5SGA
1014,Thin White Lies,5 Seconds of Summer,5kAaMEMUI7UyCFBql2LP2x,pop,0.016,0.557,182698.0,0.858,0.0,9.0,0.0885,-3.115,0.0,0.0357,149.977,4.0,0.608,https://api.spotify.com/v1/tracks/5kAaMEMUI7UyCFBql2LP2x,spotify:track:5kAaMEMUI7UyCFBql2LP2x,https://api.spotify.com/v1/audio-analysis/5kAaMEMUI7UyCFBql2LP2x
1015,We Are The People,Empire of the Sun,57RHMnLMQx8Qz5V6c0E8dF,rock,0.0981,0.6659999999999999,267355.0,0.785,0.0198,4.0,0.434,-5.37,0.0,0.0308,122.973,4.0,0.5489999999999999,https://api.spotify.com/v1/tracks/57RHMnLMQx8Qz5V6c0E8dF,spotify:track:57RHMnLMQx8Qz5V6c0E8dF,https://api.spotify.com/v1/audio-analysis/57RHMnLMQx8Qz5V6c0E8dF
1016,On Our Way Home,Empire of the Sun,4foJ9g32Sec9vJv54JdAtl,rock,0.183,0.612,183845.0,0.855,0.21,1.0,0.0602,-3.2430000000000003,1.0,0.0529,95.031,4.0,0.7829999999999999,https://api.spotify.com/v1/tracks/4foJ9g32Sec9vJv54JdAtl,spotify:track:4foJ9g32Sec9vJv54JdAtl,https://api.spotify.com/v1/audio-analysis/4foJ9g32Sec9vJv54JdAtl
1017,In the End,Linkin Park,60a0Rd6pjrkxjPbaKzXjfq,hip hop,0.00958,0.556,216880.0,0.8640000000000001,0.0,3.0,0.209,-5.87,0.0,0.0584,105.14299999999999,4.0,0.4,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq
1018,DNA,Empire of the Sun,3WISqO5EtteMYlfpmJhqHg,rock,0.151,0.518,233853.0,0.823,0.0,6.0,0.0523,-5.093,0.0,0.0637,125.054,4.0,0.522,https://api.spotify.com/v1/tracks/3WISqO5EtteMYlfpmJhqHg,spotify:track:3WISqO5EtteMYlfpmJhqHg,https://api.spotify.com/v1/audio-analysis/3WISqO5EtteMYlfpmJhqHg
1019,There’s No Need,Empire of the Sun,0hHMeRsS80LcLISiDoW4hu,rock,0.369,0.652,208427.0,0.763,4.56e-06,7.0,0.0623,-5.4110000000000005,0.0,0.0435,112.021,4.0,0.504,https://api.spotify.com/v1/tracks/0hHMeRsS80LcLISiDoW4hu,spotify:track:0hHMeRsS80LcLISiDoW4hu,https://api.spotify.com/v1/audio-analysis/0hHMeRsS80LcLISiDoW4hu
1020,Chrysalis,Empire of the Sun,2eyZrLr9GIEKQsq83zpt2K,rock,0.287,0.745,250806.0,0.8240000000000001,0.00103,0.0,0.0877,-4.607,1.0,0.0368,102.024,4.0,0.596,https://api.spotify.com/v1/tracks/2eyZrLr9GIEKQsq83zpt2K,spotify:track:2eyZrLr9GIEKQsq83zpt2K,https://api.spotify.com/v1/audio-analysis/2eyZrLr9GIEKQsq83zpt2K
1021,Wandering Star,Empire of the Sun,0eWYHgm4geQQT8IodrBhTh,rock,0.319,0.6890000000000001,196693.0,0.721,0.0,1.0,0.207,-6.818,0.0,0.0347,110.046,4.0,0.665,https://api.spotify.com/v1/tracks/0eWYHgm4geQQT8IodrBhTh,spotify:track:0eWYHgm4geQQT8IodrBhTh,https://api.spotify.com/v1/audio-analysis/0eWYHgm4geQQT8IodrBhTh
1022,High,5 Seconds of Summer,2aAZGfJGtdSzs9W2M8F3Tx,pop,0.784,0.584,178261.0,0.585,0.0,7.0,0.155,-3.051,1.0,0.0343,84.80799999999999,4.0,0.596,https://api.spotify.com/v1/tracks/2aAZGfJGtdSzs9W2M8F3Tx,spotify:track:2aAZGfJGtdSzs9W2M8F3Tx,https://api.spotify.com/v1/audio-analysis/2aAZGfJGtdSzs9W2M8F3Tx
1023,Numb,Linkin Park,2nLtzopw4rPReszdYBJU6h,hip hop,0.0046,0.496,185587.0,0.863,0.0,9.0,0.639,-4.1530000000000005,1.0,0.0381,110.01799999999999,4.0,0.243,https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h,spotify:track:2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h
1024,Alive,Empire of the Sun,2O9O26335YYVckmRgPKY3s,rock,0.10800000000000001,0.524,204547.0,0.882,1.1e-06,5.0,0.071,-3.0380000000000003,1.0,0.0367,119.94,4.0,0.39899999999999997,https://api.spotify.com/v1/tracks/2O9O26335YYVckmRgPKY3s,spotify:track:2O9O26335YYVckmRgPKY3s,https://api.spotify.com/v1/audio-analysis/2O9O26335YYVckmRgPKY3s
1025,The Box,Roddy Ricch,0nbXyq5TXYPCO7pr3N8S4I,hip hop,0.10400000000000001,0.8959999999999999,196653.0,0.586,0.0,10.0,0.79,-6.687,0.0,0.0559,116.971,4.0,0.642,https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I
1026,High And Low,Empire of the Sun,34WI9hCaE3AzbOYT9wFXLP,rock,0.0213,0.512,224840.0,0.768,3.2e-06,1.0,0.0918,-4.673,1.0,0.045,126.90700000000001,4.0,0.322,https://api.spotify.com/v1/tracks/34WI9hCaE3AzbOYT9wFXLP,spotify:track:34WI9hCaE3AzbOYT9wFXLP,https://api.spotify.com/v1/audio-analysis/34WI9hCaE3AzbOYT9wFXLP
1027,Half Mast,Empire of the Sun,0GgAAB0ZMllFhbNc3mAodO,rock,0.004229999999999999,0.7709999999999999,234360.0,0.738,0.00419,0.0,0.501,-4.88,1.0,0.0303,126.98299999999999,4.0,0.7609999999999999,https://api.spotify.com/v1/tracks/0GgAAB0ZMllFhbNc3mAodO,spotify:track:0GgAAB0ZMllFhbNc3mAodO,https://api.spotify.com/v1/audio-analysis/0GgAAB0ZMllFhbNc3mAodO
1028,A LIGHT THAT NEVER COMES,Linkin Park,3BnBKNItMng824sLx0pUfy,hip hop,0.00225,0.687,229439.0,0.871,0.0070799999999999995,0.0,0.134,-5.531000000000001,1.0,0.0689,115.0,4.0,0.539,https://api.spotify.com/v1/tracks/3BnBKNItMng824sLx0pUfy,spotify:track:3BnBKNItMng824sLx0pUfy,https://api.spotify.com/v1/audio-analysis/3BnBKNItMng824sLx0pUfy
1029,Arms Of A Stranger,Niall Horan,63MU2FswcPQclQMxK17Fkb,pop,0.0283,0.49,160374.0,0.8059999999999999,0.0,8.0,0.0657,-4.867,0.0,0.0387,148.02100000000002,4.0,0.547,https://api.spotify.com/v1/tracks/63MU2FswcPQclQMxK17Fkb,spotify:track:63MU2FswcPQclQMxK17Fkb,https://api.spotify.com/v1/audio-analysis/63MU2FswcPQclQMxK17Fkb
1030,Believe (feat. Justin Timberlake),Meek Mill,6fvqvUQr12qghH4N8gpAch,hip hop,0.142,0.628,211303.0,0.75,0.0,10.0,0.0946,-5.218999999999999,0.0,0.14,87.008,4.0,0.374,https://api.spotify.com/v1/tracks/6fvqvUQr12qghH4N8gpAch,spotify:track:6fvqvUQr12qghH4N8gpAch,https://api.spotify.com/v1/audio-analysis/6fvqvUQr12qghH4N8gpAch
1031,Stupid Love,Lady Gaga,2kJu14V7hbZw3I4K8L8SXb,pop,0.00146,0.6759999999999999,193531.0,0.815,0.00041,8.0,0.275,-4.294,1.0,0.0625,117.973,4.0,0.7959999999999999,https://api.spotify.com/v1/tracks/2kJu14V7hbZw3I4K8L8SXb,spotify:track:2kJu14V7hbZw3I4K8L8SXb,https://api.spotify.com/v1/audio-analysis/2kJu14V7hbZw3I4K8L8SXb
1032,Dear Patience,Niall Horan,0gwfuYQz0TauOajxH2V2Cn,pop,0.151,0.524,194453.0,0.49,0.0,2.0,0.264,-5.582000000000001,1.0,0.0308,93.335,4.0,0.249,https://api.spotify.com/v1/tracks/0gwfuYQz0TauOajxH2V2Cn,spotify:track:0gwfuYQz0TauOajxH2V2Cn,https://api.spotify.com/v1/audio-analysis/0gwfuYQz0TauOajxH2V2Cn
1033,New Angel,Niall Horan,3lMIgIO9HkPxnAZGmtTdpT,pop,0.0228,0.639,189232.0,0.7340000000000001,0.0,9.0,0.126,-3.9530000000000003,1.0,0.0331,108.01,4.0,0.638,https://api.spotify.com/v1/tracks/3lMIgIO9HkPxnAZGmtTdpT,spotify:track:3lMIgIO9HkPxnAZGmtTdpT,https://api.spotify.com/v1/audio-analysis/3lMIgIO9HkPxnAZGmtTdpT
1034,Bend The Rules,Niall Horan,5MhKHO4FYmpfDryQX9408O,pop,0.0555,0.531,234488.0,0.5489999999999999,1.7899999999999998e-05,7.0,0.177,-6.204,1.0,0.0271,144.944,4.0,0.655,https://api.spotify.com/v1/tracks/5MhKHO4FYmpfDryQX9408O,spotify:track:5MhKHO4FYmpfDryQX9408O,https://api.spotify.com/v1/audio-analysis/5MhKHO4FYmpfDryQX9408O
1035,Heartbreak Weather,Niall Horan,3jf3c9EOFam6Q15sho0XWw,pop,0.0015300000000000001,0.5920000000000001,200029.0,0.884,0.0,1.0,0.0699,-3.6889999999999996,1.0,0.0554,82.225,4.0,0.772,https://api.spotify.com/v1/tracks/3jf3c9EOFam6Q15sho0XWw,spotify:track:3jf3c9EOFam6Q15sho0XWw,https://api.spotify.com/v1/audio-analysis/3jf3c9EOFam6Q15sho0XWw
1036,San Francisco,Niall Horan,5iSkdzgBBtAAkaqULGPZUd,pop,0.165,0.638,192155.0,0.725,0.0,10.0,0.152,-6.053999999999999,1.0,0.0387,136.059,4.0,0.528,https://api.spotify.com/v1/tracks/5iSkdzgBBtAAkaqULGPZUd,spotify:track:5iSkdzgBBtAAkaqULGPZUd,https://api.spotify.com/v1/audio-analysis/5iSkdzgBBtAAkaqULGPZUd
1037,Cross Your Mind,Niall Horan,7B0jvve829GGdU5kFttQTY,pop,0.0154,0.626,228767.0,0.795,0.0,1.0,0.35,-3.963,1.0,0.0451,123.995,4.0,0.758,https://api.spotify.com/v1/tracks/7B0jvve829GGdU5kFttQTY,spotify:track:7B0jvve829GGdU5kFttQTY,https://api.spotify.com/v1/audio-analysis/7B0jvve829GGdU5kFttQTY
1038,Small Talk,Niall Horan,2928yIGFV4enculPwmmGSe,pop,0.14300000000000002,0.465,197890.0,0.7170000000000001,0.0,9.0,0.0643,-5.607,0.0,0.0629,199.783,4.0,0.513,https://api.spotify.com/v1/tracks/2928yIGFV4enculPwmmGSe,spotify:track:2928yIGFV4enculPwmmGSe,https://api.spotify.com/v1/audio-analysis/2928yIGFV4enculPwmmGSe
1039,Everywhere,Niall Horan,2NRpuYVJPYhxC8xyutxkoL,pop,0.0181,0.452,168924.0,0.7659999999999999,0.0,2.0,0.272,-4.5969999999999995,1.0,0.134,153.34799999999998,4.0,0.33399999999999996,https://api.spotify.com/v1/tracks/2NRpuYVJPYhxC8xyutxkoL,spotify:track:2NRpuYVJPYhxC8xyutxkoL,https://api.spotify.com/v1/audio-analysis/2NRpuYVJPYhxC8xyutxkoL
1040,Still,Niall Horan,4Zwt0IkpzDOW2u0YfV94TK,pop,0.12300000000000001,0.41600000000000004,251884.0,0.45,0.0,3.0,0.113,-6.1979999999999995,1.0,0.0269,97.676,4.0,0.287,https://api.spotify.com/v1/tracks/4Zwt0IkpzDOW2u0YfV94TK,spotify:track:4Zwt0IkpzDOW2u0YfV94TK,https://api.spotify.com/v1/audio-analysis/4Zwt0IkpzDOW2u0YfV94TK
1041,Black And White,Niall Horan,7rpNuuoMbid56XkDsx2FjE,pop,0.0301,0.44299999999999995,193090.0,0.5820000000000001,0.0,2.0,0.127,-6.02,1.0,0.0482,147.589,4.0,0.239,https://api.spotify.com/v1/tracks/7rpNuuoMbid56XkDsx2FjE,spotify:track:7rpNuuoMbid56XkDsx2FjE,https://api.spotify.com/v1/audio-analysis/7rpNuuoMbid56XkDsx2FjE
1042,Got My Mind Set On You - Extended Version,George Harrison,6miUySWi347iIJyz7ETo6m,rock,0.426,0.797,317290.0,0.8140000000000001,3.9399999999999995e-05,11.0,0.581,-7.229,1.0,0.0382,149.42,4.0,0.8740000000000001,https://api.spotify.com/v1/tracks/6miUySWi347iIJyz7ETo6m,spotify:track:6miUySWi347iIJyz7ETo6m,https://api.spotify.com/v1/audio-analysis/6miUySWi347iIJyz7ETo6m
1043,All Things Must Pass - Remastered 2014,George Harrison,6QLFNz62dpOgQTloWuUbNh,rock,0.46799999999999997,0.513,226867.0,0.569,0.00134,9.0,0.111,-8.277999999999999,1.0,0.028999999999999998,122.676,4.0,0.441,https://api.spotify.com/v1/tracks/6QLFNz62dpOgQTloWuUbNh,spotify:track:6QLFNz62dpOgQTloWuUbNh,https://api.spotify.com/v1/audio-analysis/6QLFNz62dpOgQTloWuUbNh
1044,Give Me Love (Give Me Peace On Earth),George Harrison,4XMRt4xFqLzGs4wDKkSSeu,rock,0.49700000000000005,0.373,215693.0,0.57,0.0124,5.0,0.128,-11.56,1.0,0.0441,81.28,4.0,0.631,https://api.spotify.com/v1/tracks/4XMRt4xFqLzGs4wDKkSSeu,spotify:track:4XMRt4xFqLzGs4wDKkSSeu,https://api.spotify.com/v1/audio-analysis/4XMRt4xFqLzGs4wDKkSSeu
1045,If Not For You - Remastered 2014,George Harrison,7ykaUgkdQWJLsMuOymTV2A,rock,0.21899999999999997,0.607,210720.0,0.755,0.00399,7.0,0.08199999999999999,-6.886,1.0,0.0317,116.119,4.0,0.867,https://api.spotify.com/v1/tracks/7ykaUgkdQWJLsMuOymTV2A,spotify:track:7ykaUgkdQWJLsMuOymTV2A,https://api.spotify.com/v1/audio-analysis/7ykaUgkdQWJLsMuOymTV2A
1046,What Is Life - Remastered 2014,George Harrison,76TpWFiK5YCgw1hy26DWZp,rock,0.006540000000000001,0.46799999999999997,264413.0,0.833,0.000332,4.0,0.326,-5.847,1.0,0.0324,131.248,4.0,0.884,https://api.spotify.com/v1/tracks/76TpWFiK5YCgw1hy26DWZp,spotify:track:76TpWFiK5YCgw1hy26DWZp,https://api.spotify.com/v1/audio-analysis/76TpWFiK5YCgw1hy26DWZp
1047,Indigo Puff,Sundara Karma,3pJQY7UuX0DcE8pgLZhCjf,rock,0.000686,0.585,231722.0,0.556,0.000132,2.0,0.151,-5.075,1.0,0.0274,142.144,4.0,0.414,https://api.spotify.com/v1/tracks/3pJQY7UuX0DcE8pgLZhCjf,spotify:track:3pJQY7UuX0DcE8pgLZhCjf,https://api.spotify.com/v1/audio-analysis/3pJQY7UuX0DcE8pgLZhCjf
1048,Mad Sounds,Arctic Monkeys,75n7mraeMycQOl2sDGYaTe,rock,0.27899999999999997,0.532,215012.0,0.462,0.196,10.0,0.10099999999999999,-10.71,1.0,0.03,80.001,4.0,0.485,https://api.spotify.com/v1/tracks/75n7mraeMycQOl2sDGYaTe,spotify:track:75n7mraeMycQOl2sDGYaTe,https://api.spotify.com/v1/audio-analysis/75n7mraeMycQOl2sDGYaTe
1049,No. 1 Party Anthem,Arctic Monkeys,5TTGoX70AFrTvuEtqHK37S,rock,0.33,0.505,243132.0,0.698,0.0887,0.0,0.0966,-5.563,1.0,0.0297,115.01299999999999,4.0,0.599,https://api.spotify.com/v1/tracks/5TTGoX70AFrTvuEtqHK37S,spotify:track:5TTGoX70AFrTvuEtqHK37S,https://api.spotify.com/v1/audio-analysis/5TTGoX70AFrTvuEtqHK37S
1050,Cruel Summer,Taylor Swift,1BxfuPKGuaTgP7aM0Bbdwr,pop,0.11699999999999999,0.552,178427.0,0.7020000000000001,2.0600000000000003e-05,9.0,0.105,-5.707000000000001,1.0,0.157,169.99400000000003,4.0,0.564,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr
